  -2.017828985676E-002   9.253651946935E-003   2.672760000000E+002   5.975518951416E+002
  -8.330127242137E-007   6.783591085840E-008   2.688080000000E+002   6.010666120052E+002
  -8.199438172643E-007   6.677944069876E-008   2.701640000000E+002   6.049244220257E+002
  -8.005144970112E-007   6.520689183236E-008   2.716920000000E+002   6.080861480236E+002
  -7.750331317847E-007   6.314670103982E-008   2.733200000000E+002   6.114043481350E+002
  -7.439045117857E-007   6.062812824883E-008   2.748680000000E+002   6.148988361359E+002
  -7.076244772715E-007   5.769255213753E-008   2.763520000000E+002   6.184058051109E+002
  -6.667639529933E-007   5.438493718236E-008   2.777840000000E+002   6.216724140644E+002
  -6.219784557025E-007   5.075809758062E-008   2.791840000000E+002   6.251754109859E+002
  -5.739721909812E-007   4.688516272784E-008   2.805800000000E+002   6.286960270405E+002
  -5.235130128315E-007   4.285298491783E-008   2.820800000000E+002   6.319999561310E+002
  -4.714026990082E-007   3.868136709253E-008   2.836280000000E+002   6.352569921017E+002
  -4.184648324904E-007   3.445206851838E-008   2.852160000000E+002   6.385049009323E+002
  -3.655465796149E-007   3.027485194893E-008   2.867920000000E+002   6.417051661015E+002
  -3.134892189839E-007   2.621240246345E-008   2.883240000000E+002   6.450756270885E+002
  -2.631259569899E-007   2.231396733629E-008   2.898520000000E+002   6.482588701248E+002
  -7.699435930676E-004   2.212973676068E-003   2.910080000000E+002   6.506726100445E+002
  -6.870923775000E-004   1.974902470143E-003   2.921040000000E+002   6.529213619232E+002
  -6.015369536503E-004   1.729045389607E-003   2.931720000000E+002   6.552896461487E+002
  -5.136150016753E-004   1.476371713827E-003   2.942440000000E+002   6.576232540607E+002
  -4.236735879489E-004   1.217877651234E-003   2.953440000000E+002   6.600324029922E+002
  -3.320676690409E-004   9.545823337075E-004   2.965480000000E+002   6.624420990944E+002
  -2.391587288422E-004   6.875238408098E-004   2.976320000000E+002   6.647510330677E+002
  -1.453132864317E-004   4.177550611532E-004   2.986880000000E+002   6.672076690197E+002
  -5.090148489221E-005   1.463395883194E-004   2.997200000000E+002   6.698821439743E+002
   4.371277948209E-005   1.256556154770E-004   3.007240000000E+002   6.725813460350E+002
   1.381578743658E-004   3.971587727797E-004   3.017800000000E+002   6.751961100101E+002
   2.320517167336E-004   6.670958962367E-004   3.029880000000E+002   6.776318199635E+002
   3.250242752932E-004   9.344027554572E-004   3.041640000000E+002   6.800700139999E+002
   4.167092358880E-004   1.198025484196E-003   3.053120000000E+002   6.826028780937E+002
   5.067454146960E-004   1.456924747909E-003   3.064760000000E+002   6.851219921112E+002
   5.947782146538E-004   1.710079843473E-003   3.075280000000E+002   6.874634630680E+002
   6.804609787222E-004   1.956492697555E-003   3.086600000000E+002   6.898105969429E+002
  -2.281437909501E-007   2.608661309009E-008   3.101440000000E+002   6.930147089958E+002
  -2.775116172135E-007   3.080384813593E-008   3.117760000000E+002   6.962355899811E+002
  -3.293692709303E-007   3.567789907498E-008   3.133960000000E+002   6.995486819744E+002
  -3.828936713859E-007   4.064020408435E-008   3.149400000000E+002   7.027374179363E+002
  -4.372635810578E-007   4.562941112946E-008   3.165240000000E+002   7.061039209366E+002
  -4.916255006750E-007   5.056941964005E-008   3.180360000000E+002   7.097515289783E+002
  -5.451301917804E-007   5.539774137936E-008   3.194680000000E+002   7.130287990570E+002
  -5.969474551317E-007   6.004059780864E-008   3.209920000000E+002   7.165273010731E+002
  -6.462611890987E-007   6.443622488964E-008   3.225520000000E+002   7.198997681141E+002
  -6.923058318457E-007   6.852212006380E-008   3.240480000000E+002   7.230415530205E+002
  -7.343604400682E-007   7.223869866071E-008   3.255840000000E+002   7.265874919891E+002
  -7.717666117673E-007   7.553404160034E-008   3.272960000000E+002   7.304476201534E+002
  -8.039406292026E-007   7.836143447270E-008   3.287480000000E+002   7.339377541542E+002
  -8.303787273451E-007   8.069079961566E-008   3.304280000000E+002   7.376364309788E+002
  -8.506680733716E-007   8.248355011723E-008   3.320720000000E+002   7.410484709740E+002
  -8.644911323122E-007   8.370379631156E-008   3.336280000000E+002   7.440903561115E+002
  -8.716310971553E-007   8.433390149499E-008   3.350600000000E+002   7.470389490128E+002
